galaxy,redshift,pixscale,obs2phys,semimaj,axisrat,mag160,ra,dec
gal00486,1.3869999999999998,20.0,8.426909801582848,0.07,0.75,24.7644,34.2892552,-5.2157652
gal00487,2.68,20.0,7.9434326565093425,0.05,0.32,25.3409,34.454284200000004,-5.215783999999999
gal00489,1.23,20.0,8.322263287154156,0.17,0.66,25.459,34.4550665,-5.215675900000001
gal00490,2.0709999999999997,20.0,8.336583500537172,0.24,0.65,24.8353,34.5559987,-5.2156227
gal00491,1.689,20.0,8.466986702031683,0.12,0.82,25.8442,34.3459763,-5.2155610999999995
gal00492,1.3780000000000001,20.0,8.422773767442584,0.21,0.67,24.8062,34.589975,-5.215707599999999
gal00493,1.635,20.0,8.47175763716746,0.27,0.11,26.2435,34.2624968,-5.215536900000001
gal00495,1.383,20.0,8.425096868712195,0.37,0.69,22.7403,34.4477804,-5.2164131
gal00496,1.66,20.0,8.470087775888807,0.14,0.64,26.5276,34.3242355,-5.2155366999999995
gal00497,1.5590000000000002,20.0,8.470631630811338,0.29,0.38,24.2795,34.4154035,-5.215696
gal00499,1.0290000000000001,20.0,8.061383091813049,0.45,0.82,22.5019,34.4370132,-5.216306200000001
gal00500,2.113,20.0,8.314672974848577,0.13,0.78,24.4051,34.4271683,-5.2707652000000005
gal00501,1.8359999999999999,20.0,8.43431455068923,0.19,0.6,26.2976,34.2495114,-5.2154606
gal00502,1.183,20.0,8.275726424049706,0.26,0.55,26.0339,34.3063224,-5.2154679
gal00507,1.749,20.0,8.456878619613573,0.18,0.64,24.6736,34.4386591,-5.2156293
gal00508,1.9140000000000001,20.0,8.407198737431154,0.32,0.51,24.2098,34.354062400000004,-5.215691099999999
gal00510,2.217,20.0,8.255960500693213,0.31,0.21,25.377,34.4919349,-5.2154934
gal00512,1.262,20.0,8.349615659578012,0.11,0.47,24.8085,34.3826913,-5.2155773000000005
gal00513,1.365,20.0,8.416433451733386,0.09,0.67,25.6572,34.5140547,-5.215396
gal00515,1.83,20.0,8.436144867911228,0.21,0.23,26.3698,34.3756367,-5.2153890999999994
gal00518,1.735,20.0,8.459661436715429,0.07,0.78,25.590999999999998,34.325157,-5.2153433
gal00519,1.3330000000000002,20.0,8.398918642669072,0.09,0.59,25.035999999999998,34.2984501,-5.2154289
gal00520,1.844,20.0,8.431814746956034,0.26,0.89,23.0563,34.47046029999999,-5.2158489999999995
gal00522,2.372,20.0,8.158880647021164,0.2,0.59,25.3864,34.490274600000006,-5.2153944
gal00525,1.048,20.0,8.093590337727539,0.14,0.62,23.5295,34.342859499999996,-5.2156612
gal00526,1.329,20.0,8.396532448529381,0.94,0.25,25.9551,34.3184493,-5.2152750999999995
gal00528,1.022,20.0,8.049064004762888,0.26,0.54,22.7531,34.5249136,-5.2160167
gal00531,1.038,20.0,8.076860946718444,0.3,0.27,24.7535,34.42623029999999,-5.2154934
gal00532,1.922,20.0,8.404089096533713,0.31,0.46,25.2427,34.28607879999999,-5.2151844
gal00535,2.412,20.0,8.132335330634254,0.22,0.31,25.9849,34.307309000000004,-5.2151663
gal00537,1.068,20.0,8.12560776895314,0.3,0.52,25.741999999999997,34.5688407,-5.215141
gal00541,1.446,20.0,8.449145494686116,0.29,0.34,23.5481,34.499846600000005,-5.2156413
gal00543,1.376,20.0,8.421826689115852,0.3,0.48,25.7627,34.225683399999994,-5.215114099999999
gal00544,1.327,20.0,8.395322546647696,0.46,0.74,24.6174,34.3886749,-5.2762383
gal00546,1.6119999999999999,20.0,8.472432035477276,0.15,0.21,25.3038,34.3815807,-5.2151288000000005
gal00548,2.0340000000000003,20.0,8.354914344422763,0.03,0.78,24.0356,34.3887599,-5.2153195
gal00549,1.021,20.0,8.047283856286718,0.12,0.56,26.259,34.4277541,-5.2151143
gal00553,1.157,20.0,8.246502375502297,0.15,0.5,26.0005,34.4343734,-5.215046
gal00555,2.445,20.0,8.110049476818267,0.1,0.33,25.9604,34.237908000000004,-5.2705793
gal00558,2.343,20.0,8.177779060261011,0.16,0.36,23.7097,34.4541917,-5.215528400000001
gal00560,2.6639999999999997,20.0,7.955129610497925,0.08,0.75,24.6113,34.365467100000004,-5.2151238
gal00561,1.989,20.0,8.375875550133394,0.33,0.33,24.3461,34.2582534,-5.2151695
gal00562,1.423,20.0,8.441455539138186,0.06,0.81,22.3538,34.4233867,-5.2711896
gal00566,1.2990000000000002,20.0,8.377181623292117,0.18,0.62,24.8609,34.5126169,-5.215057099999999
gal00568,1.5330000000000001,20.0,8.467923131078743,0.24,0.3,24.7277,34.5475093,-5.215038
gal00569,2.2880000000000003,20.0,8.212740740964339,0.43,0.34,23.2137,34.3220648,-5.215463099999999
gal00570,1.597,20.0,8.472408680131172,0.22,0.51,24.445999999999998,34.3290445,-5.2152351999999995
gal00571,2.65,20.0,7.965329854425946,0.28,0.31,26.4209,34.3082777,-5.270529
gal00573,1.0170000000000001,20.0,8.040112163804245,0.37,0.33,23.0363,34.5687157,-5.2153739
gal00575,2.129,20.0,8.306037102331691,0.18,0.13,26.2732,34.5005195,-5.2149278
gal00577,1.464,20.0,8.454333677685149,0.28,0.37,24.643,34.5622154,-5.2150620000000005
gal00579,2.965,20.0,7.7299589473747075,0.15,0.14,25.7605,34.4185886,-5.2149481
gal00580,1.127,20.0,8.209490221975326,0.44,0.3,24.2917,34.4064899,-5.2153754999999995
gal00581,2.354,20.0,8.170646567406981,0.24,0.79,23.4105,34.4528696,-5.2153919
gal00583,1.057,20.0,8.108233053352171,0.22,0.09,26.1752,34.343110700000004,-5.2148599
gal00584,1.932,20.0,8.400121375390611,0.07,0.89,25.2188,34.3043411,-5.214946299999999
gal00585,1.5290000000000001,20.0,8.467394066927602,0.05,0.12,26.4625,34.275716100000004,-5.2148081
gal00589,1.305,20.0,8.38126081612611,0.1,0.26,25.9753,34.2683013,-5.214789499999999
gal00590,2.585,20.0,8.012224194741444,0.14,0.54,24.3142,34.4617902,-5.2149706
gal00591,1.331,20.0,8.397731132888584,0.3,0.85,25.4822,34.3236675,-5.2148665
gal00593,1.9869999999999999,20.0,8.376771250200965,0.18,0.53,23.093000000000004,34.30337279999999,-5.2153113
gal00596,1.806,20.0,8.443074877826769,0.32,0.52,22.174,34.3546192,-5.2716046
gal00598,2.237,20.0,8.244021202170758,0.21,0.24,24.549,34.5060383,-5.2149049000000005
gal00599,2.338,20.0,8.181006232563178,0.28,0.21,26.1425,34.2364747,-5.2146638
gal00600,1.3319999999999999,20.0,8.398326281923794,0.38,0.37,22.6266,34.373577399999995,-5.215594599999999
gal00603,1.695,20.0,8.466194885615085,0.14,0.48,25.6592,34.454907299999995,-5.2147385
gal00607,1.359,20.0,8.413358618065338,0.22,0.78,22.2512,34.4018709,-5.215552400000001
gal00613,1.808,20.0,8.442521723276764,0.27,0.42,24.4217,34.499499,-5.2706758
gal00615,2.166,20.0,8.285494537667404,0.06,0.86,25.1301,34.556404,-5.2145908
gal00617,1.7409999999999999,20.0,8.458499378156187,0.39,0.53,24.563000000000002,34.2550859,-5.214711
gal00618,1.4980000000000002,20.0,8.462237575713733,0.19,0.15,24.4744,34.54880429999999,-5.2147122
gal00619,1.262,20.0,8.349615659578012,0.19,0.89,25.3163,34.3928737,-5.2147303
gal00621,2.642,20.0,7.971143521229088,0.14,0.73,24.6817,34.4514171,-5.2146551
gal00624,1.99,20.0,8.375426520276635,0.31,0.45,25.4325,34.5542959,-5.214403599999999
gal00625,1.445,20.0,8.448836191708489,0.38,0.34,25.6763,34.3363533,-5.2144193
gal00627,1.604,20.0,8.472465987433594,0.02,0.48,26.406999999999996,34.401553899999996,-5.214413700000001
gal00628,1.475,20.0,8.457157147472282,0.18,0.57,24.9283,34.4472448,-5.2145621
gal00631,2.336,20.0,8.182294463811957,0.53,0.37,23.6385,34.2503251,-5.2147794
gal00635,2.4019999999999997,20.0,8.139021348479815,0.09,0.64,25.1748,34.51347020000001,-5.2143127
gal00636,1.5719999999999998,20.0,8.471523897312842,0.33,0.18,24.6056,34.280618100000005,-5.2144645
gal00637,1.047,20.0,8.091939316980126,0.36,0.18,24.3325,34.2846513,-5.2146619
gal00638,1.901,20.0,8.41212704268522,0.18,0.36,25.5942,34.4178627,-5.2142607000000005
gal00640,2.302,20.0,8.203956569635713,0.25,0.33,24.9613,34.420004999999996,-5.2144535
gal00641,1.6640000000000001,20.0,8.469732999978838,0.18,0.36,23.6006,34.378731099999996,-5.2148185
gal00646,2.7769999999999997,20.0,7.871725096490038,0.15,0.19,25.3959,34.4464099,-5.2142784
gal00647,1.682,20.0,8.467846308899107,0.49,0.86,22.233,34.5786096,-5.2151053
gal00648,1.692,20.0,8.466597100703758,0.23,0.79,24.5137,34.5447201,-5.2144072999999995
gal00650,1.999,20.0,8.371350137635273,0.25,0.69,25.4357,34.3937537,-5.214236
gal00652,2.215,20.0,8.257143740896494,0.22,0.39,24.5994,34.2889667,-5.2143429
gal00654,1.196,20.0,8.289388446283269,0.16,0.48,23.5282,34.3701186,-5.2144961
gal00655,1.7480000000000002,20.0,8.457085636562407,0.25,0.3,25.3691,34.4829191,-5.2141867
gal00657,2.642,20.0,7.971143521229088,0.2,0.77,25.9473,34.4384431,-5.2141468
gal00658,1.514,20.0,8.465135460249655,0.58,0.76,24.7348,34.2524265,-5.2141989
gal00659,2.906,20.0,7.7747394989458884,0.18,0.75,24.0986,34.3169721,-5.2143987
gal00660,1.4409999999999998,20.0,8.447576473961844,0.26,0.8,24.8625,34.4400132,-5.214284200000001
gal00661,1.571,20.0,8.471465933752535,0.1,0.09,26.4282,34.244288399999995,-5.2140959
gal00662,1.113,20.0,8.190954836692951,0.17,0.49,24.838,34.3190924,-5.2142352999999995
gal00663,2.352,20.0,8.171946694822077,0.33,0.23,25.9808,34.419796399999996,-5.2141007
gal00665,1.4780000000000002,20.0,8.457882409783808,0.35,0.23,24.1547,34.3285921,-5.214320900000001
gal00666,1.933,20.0,8.399719734582426,0.03,0.71,26.2784,34.3474002,-5.2140574
gal00667,2.057,20.0,8.343630579998031,0.2,0.24,24.6004,34.5164441,-5.2142084
gal00669,1.006,20.0,8.019963977891315,0.15,0.36,25.6358,34.3348262,-5.2140306
gal00670,1.01,20.0,8.02736341181804,0.67,0.28,22.0182,34.4077797,-5.2153488
gal00671,1.494,20.0,8.461432510656296,0.41,0.26,24.4798,34.5089174,-5.214252200000001
gal00673,1.754,20.0,8.455824740343825,0.88,0.19,23.2391,34.4443061,-5.2143472
gal00675,1.58,20.0,8.471924422029163,0.47,0.26,24.7068,34.4453435,-5.2143277999999995
gal00678,1.4980000000000002,20.0,8.462237575713733,0.08,0.75,23.3042,34.3793066,-5.2143551
gal00679,2.7089999999999996,20.0,7.922130590927634,0.12,0.38,24.3477,34.3533327,-5.214236
gal00680,1.871,20.0,8.42288998089815,0.15,0.28,24.8475,34.2521137,-5.2140333
gal00681,1.402,20.0,8.433353177125934,0.15,0.49,24.276999999999997,34.2398666,-5.2775057
gal00682,2.673,20.0,7.948555145148621,0.06,0.81,24.5983,34.3944518,-5.2705867
gal00689,2.688,20.0,7.937568953743311,0.13,0.68,25.7358,34.5184221,-5.213928299999999
gal00691,1.651,20.0,8.470798570692732,0.22,0.69,23.6335,34.3927655,-5.2144170999999995
gal00692,1.692,20.0,8.466597100703758,0.06,0.88,26.3399,34.48885429999999,-5.2704226
gal00693,2.8510000000000004,20.0,7.816271554765818,0.29,0.12,25.666999999999998,34.4360676,-5.2138862
gal00694,1.062,20.0,8.116201173775579,0.3,0.26,24.6084,34.4278323,-5.2142349
gal00696,2.068,20.0,8.33810471408105,0.25,0.68,23.6101,34.4141573,-5.2143505
gal00697,1.945,20.0,8.394832033083992,0.09,0.66,23.7793,34.5003873,-5.2141529
gal00703,1.955,20.0,8.390664472796187,0.63,0.23,24.6587,34.455033799999995,-5.21401
gal00704,1.2790000000000001,20.0,8.36280495117385,0.54,0.21,24.0566,34.5523823,-5.2144673
gal00705,2.798,20.0,7.856045298313424,0.23,0.2,25.8895,34.3443216,-5.213824400000001
gal00706,1.2770000000000001,20.0,8.361300144760751,0.45,0.4,23.6023,34.39412539999999,-5.2146231
gal00708,1.0290000000000001,20.0,8.061383091813049,0.34,0.62,23.6805,34.3989334,-5.21436
gal00710,2.9760000000000004,20.0,7.721588975213642,0.36,0.35,26.1003,34.434473700000005,-5.2137958
gal00712,1.39,20.0,8.428243134069698,0.16,0.53,24.4861,34.5632596,-5.213931
gal00713,1.014,20.0,8.034679457783849,0.09,0.72,26.2655,34.5048804,-5.2137699
gal00714,2.134,20.0,8.303307082005261,0.31,0.76,23.1373,34.300476399999994,-5.2143382
gal00715,1.835,20.0,8.434622269947495,0.25,0.38,24.0675,34.497373700000004,-5.213889099999999
gal00717,1.835,20.0,8.434622269947495,0.18,0.65,26.4495,34.289293,-5.21373
gal00718,1.135,20.0,8.21971585279883,0.07,0.48,25.316999999999997,34.370825200000006,-5.213740799999999
gal00720,2.8310000000000004,20.0,7.831312075853606,0.21,0.41,24.5678,34.35830120000001,-5.2139513
gal00721,2.042,20.0,8.35103176842234,0.6,0.22,23.8452,34.429965,-5.2142697
gal00724,1.9269999999999998,20.0,8.402116344800454,0.24,0.24,24.881,34.316028100000004,-5.2139136
gal00726,2.721,20.0,7.913279909085944,0.15,0.37,25.9465,34.58622020000001,-5.2136187000000005
gal00727,2.29,20.0,8.2114908653084,0.13,0.66,26.0369,34.3989075,-5.213629
gal00729,2.516,20.0,8.06104556314164,0.16,0.37,26.0788,34.4644037,-5.213603400000001
gal00730,1.229,20.0,8.321353643782654,0.48,0.31,23.0404,34.4651316,-5.2145388
gal00731,1.008,20.0,8.023674159572304,0.14,0.86,26.2684,34.4839791,-5.2135967
gal00732,2.807,20.0,7.849310795463006,0.18,0.71,22.9541,34.5181865,-5.2144614
gal00736,1.155,20.0,8.244146626072698,0.18,0.28,25.5446,34.279026200000004,-5.2136487
gal00737,1.5930000000000002,20.0,8.472339026203457,0.28,0.66,24.1497,34.3930039,-5.213946099999999
gal00738,2.21,20.0,8.26009317389642,0.04,0.79,26.2988,34.347456799999996,-5.2135522000000005
gal00739,1.435,20.0,8.44561890511557,0.24,0.49,25.4049,34.343552,-5.2135678
gal00740,1.227,20.0,8.3195241524564,0.14,0.51,23.3465,34.3010174,-5.2139248
gal00744,1.432,20.0,8.444609270011519,0.39,0.27,24.4266,34.4320908,-5.2137953
gal00746,1.5719999999999998,20.0,8.471523897312842,0.49,0.41,24.6274,34.3823907,-5.2138108
gal00749,1.588,20.0,8.472213826925964,0.47,0.33,23.3126,34.381136700000006,-5.2141462
gal00750,1.5430000000000001,20.0,8.469113358875635,0.9,0.28,24.8074,34.555180799999995,-5.2135377
gal00751,1.9809999999999999,20.0,8.37943936002902,0.18,0.32,24.695999999999998,34.383058399999996,-5.213543799999999
gal00752,1.91,20.0,8.4087317337431,0.07,0.8,23.2561,34.347864799999996,-5.2137825
gal00754,1.347,20.0,8.406921894889834,0.26,0.35,26.3028,34.3057912,-5.2133959
gal00755,2.41,20.0,8.133675106629418,0.13,0.66,26.2921,34.3019867,-5.2133969
gal00756,1.1059999999999999,20.0,8.181375618923896,0.13,0.45,25.4212,34.3077069,-5.2134545
gal00758,2.349,20.0,8.173894139678191,0.31,0.4,24.1134,34.45377379999999,-5.2137457000000005
gal00759,1.3459999999999999,20.0,8.406368014094879,0.37,0.36,23.4833,34.260834700000004,-5.2140089000000005
gal00760,1.6840000000000002,20.0,8.467607809239194,0.04,0.42,25.7173,34.5275,-5.213372
gal00761,2.8819999999999997,20.0,7.792891163077376,0.07,0.4,26.1972,34.4445031,-5.213383400000001
gal00763,2.431,20.0,8.119544749497653,0.27,0.46,24.2852,34.489285200000005,-5.2135916
gal00764,1.901,20.0,8.41212704268522,0.04,0.21,25.4793,34.3723076,-5.2133769
gal00765,2.6210000000000004,20.0,7.986350137638771,0.13,0.5,24.5211,34.4915629,-5.2135074999999995
gal00766,1.724,20.0,8.4616708278289,0.13,0.56,24.6799,34.2714214,-5.2134032
gal00767,2.0069999999999997,20.0,8.367674256099694,0.27,0.36,25.1002,34.4458339,-5.2134178
gal00769,1.649,20.0,8.470939923304513,0.16,0.17,25.9477,34.3555756,-5.213294599999999
gal00770,1.0270000000000001,20.0,8.057888601469331,0.41,0.87,21.8023,34.3084039,-5.2145059
gal00771,1.7930000000000001,20.0,8.44655988019627,0.22,0.42,24.7709,34.5384357,-5.2704251
gal00774,2.9010000000000002,20.0,7.7785244796405975,0.12,0.84,24.203000000000003,34.3401053,-5.2134988
gal00776,1.649,20.0,8.470939923304513,0.78,0.32,23.2774,34.2386667,-5.213961
gal00780,1.27,20.0,8.355935390797269,0.18,0.25,25.1885,34.5578389,-5.2703775
gal00781,1.9180000000000001,20.0,8.405651153622458,0.15,0.2,25.4036,34.4415071,-5.2132746
gal00782,1.3869999999999998,20.0,8.426909801582848,0.13,0.35,25.5928,34.2672836,-5.2132432
gal00783,2.971,20.0,7.7253942312966775,0.31,0.58,23.9496,34.4798276,-5.2134459
gal00784,2.2319999999999998,20.0,8.247024028123722,0.14,0.47,24.3757,34.3161306,-5.2134872
gal00785,2.5839999999999996,20.0,8.012939220771145,0.1,0.48,25.7976,34.4055841,-5.213171599999999
gal00786,2.1519999999999997,20.0,8.293358830730824,0.03,0.65,25.8854,34.310542100000006,-5.2703850999999995
gal00787,2.283,20.0,8.21585802745649,0.19,0.31,25.3385,34.506670299999996,-5.2131534
gal00789,1.072,20.0,8.13178572065768,0.42,0.42,23.6022,34.579396700000004,-5.2138679
gal00790,2.6289999999999996,20.0,7.980566593294423,0.23,0.36,25.385,34.5575307,-5.213149
gal00791,1.12,20.0,8.20032542776514,0.14,0.83,24.1976,34.259162700000005,-5.213326400000001
gal00792,1.3319999999999999,20.0,8.398326281923794,0.39,0.44,25.304000000000002,34.295880100000005,-5.270421
gal00795,1.4780000000000002,20.0,8.457882409783808,0.18,0.57,25.025,34.5386685,-5.213154
gal00798,1.016,20.0,8.03830641552948,0.18,0.63,23.3579,34.2748494,-5.213486
gal00800,2.4,20.0,8.140354663129548,0.28,0.44,24.8163,34.407551399999996,-5.213367
gal00801,1.781,20.0,8.449603812658102,0.83,0.36,22.1297,34.381269200000006,-5.214726799999999
gal00804,2.792,20.0,7.860530192009102,0.23,0.59,24.9194,34.4421461,-5.213101999999999
gal00805,1.8259999999999998,20.0,8.437343623588005,0.23,0.66,24.8842,34.4842414,-5.2131457999999995
gal00807,2.276,20.0,8.220204279265527,0.24,0.36,25.1595,34.480664700000005,-5.2130022
gal00808,1.936,20.0,8.398509549518597,0.56,0.46,25.498,34.424019799999996,-5.2129567
gal00809,1.946,20.0,8.394419108919934,0.55,0.26,24.9266,34.5842801,-5.212941000000001
gal00811,1.597,20.0,8.472408680131172,0.23,0.44,25.3138,34.341260299999995,-5.2130833
gal00812,1.2309999999999999,20.0,8.323169537745043,0.2,0.33,25.3913,34.2229548,-5.2130022
gal00815,1.2690000000000001,20.0,8.355156481607809,0.28,0.32,25.246,34.4020399,-5.2129553
gal00817,2.906,20.0,7.7747394989458884,0.31,0.49,25.0526,34.4032348,-5.2131083
gal00818,2.346,20.0,8.175838269023357,0.22,0.31,24.3943,34.487502500000005,-5.2130627
gal00819,1.148,20.0,8.23577751955195,0.14,0.31,26.4613,34.3777148,-5.2128928
gal00822,1.149,20.0,8.236984975492186,0.5,0.3,22.7182,34.5095458,-5.2134292
gal00826,2.865,20.0,7.805722367215375,0.09,0.89,26.416,34.3056921,-5.212850700000001
gal00827,1.304,20.0,8.380588325083325,0.35,0.84,21.9278,34.3756328,-5.213807
gal00828,1.577,20.0,8.471787338368916,0.5,0.26,24.0596,34.4404316,-5.2132122
gal00829,2.142,20.0,8.298908651637754,0.23,0.91,22.2508,34.296136499999996,-5.2136248
gal00830,1.5130000000000001,20.0,8.46496927222079,0.51,0.57,21.7151,34.247507,-5.2140691
gal00831,2.95,20.0,7.741362743023575,0.26,0.68,25.517,34.5679088,-5.2128037
gal00832,1.874,20.0,8.421853004065705,0.2,0.28,26.1529,34.443531400000005,-5.212808
gal00834,2.885,20.0,7.790624504822322,0.25,0.47,26.1636,34.411219,-5.2128087999999995
gal00836,1.6219999999999999,20.0,8.472242780703475,0.33,0.3,25.2912,34.5172461,-5.212784200000001
gal00841,1.319,20.0,8.390369899063256,0.19,0.43,25.3455,34.5844508,-5.2127431
gal00842,1.6059999999999999,20.0,8.472467387119968,0.33,0.81,22.1584,34.3318081,-5.213742
gal00843,1.249,20.0,8.338909279728185,0.13,0.43,23.889,34.538043,-5.2129407
gal00844,1.645,20.0,8.471204343572976,0.31,0.41,24.0776,34.3364375,-5.2131457999999995
gal00845,1.3090000000000002,20.0,8.383921470857306,0.14,0.58,23.9955,34.4622908,-5.212922
gal00846,2.541,20.0,8.043482117947228,0.15,0.7,25.4142,34.463496500000005,-5.2127403
gal00848,2.294,20.0,8.20898607864203,0.3,0.52,23.6545,34.330229200000005,-5.2130668
gal00851,2.6639999999999997,20.0,7.955129610497925,0.18,0.64,24.9233,34.2938008,-5.2127417000000005
gal00852,2.589,20.0,8.00936203326685,0.15,0.55,24.1809,34.317407,-5.2129595
gal00853,2.449,20.0,8.107325854155205,0.39,0.5,25.4175,34.340370899999996,-5.2126570999999995
gal00854,1.661,20.0,8.470001309959981,0.11,0.27,25.1458,34.5476239,-5.2126894
gal00856,2.799,20.0,7.8552974410254075,0.25,0.78,24.8995,34.579915899999996,-5.2128109
gal00858,1.054,20.0,8.103395244163506,0.25,0.46,23.3489,34.2996495,-5.213148400000001
gal00859,1.757,20.0,8.455177463732781,0.38,0.66,23.4329,34.481143200000005,-5.2709552
gal00860,2.5180000000000002,20.0,8.059646043378352,0.62,0.44,24.2988,34.2349229,-5.213136799999999
gal00861,2.281,20.0,8.217101961437491,0.02,0.89,25.5854,34.3719216,-5.2126538
gal00862,1.579,20.0,8.47188046811447,0.34,0.36,25.1792,34.238989700000005,-5.2131875
gal00863,2.6239999999999997,20.0,7.984182695143622,0.08,0.83,25.7048,34.280471399999996,-5.212634400000001
gal00864,1.08,20.0,8.143920768767613,0.46,0.27,26.0082,34.567294,-5.2126013
gal00865,1.49,20.0,8.460594713233348,0.12,0.33,24.5125,34.5734994,-5.2126953
gal00867,2.546,20.0,8.039951740733787,0.19,0.66,26.0709,34.3885626,-5.2126149
gal00868,2.301,20.0,8.20458670018288,0.26,0.24,24.3378,34.2879232,-5.2704642
gal00869,2.787,20.0,7.864264613847195,0.11,0.82,24.7782,34.3043809,-5.2127300000000005
gal00870,1.693,20.0,8.466464426955888,0.07,0.36,25.7091,34.3605624,-5.212609400000001
gal00871,1.972,20.0,8.383387508078457,0.4,0.19,24.9489,34.374103600000005,-5.2128404
gal00872,1.237,20.0,8.328536158437206,0.45,0.23,23.1299,34.5568333,-5.2130746
gal00873,1.5190000000000001,20.0,8.465936937558679,0.33,0.61,22.5437,34.4546325,-5.2134483
gal00874,1.531,20.0,8.467662411716564,0.57,0.38,24.7912,34.4956672,-5.212624099999999
gal00875,2.0069999999999997,20.0,8.367674256099694,0.15,0.24,25.7721,34.578149100000005,-5.212551400000001
gal00876,1.475,20.0,8.457157147472282,0.29,0.1,26.823,34.323023299999996,-5.2125528
gal00877,1.6740000000000002,20.0,8.468742941952193,0.24,0.28,24.889,34.397421,-5.270405599999999
gal00878,1.044,20.0,8.086957145249745,0.61,0.82,22.3658,34.4011427,-5.2139903
gal00879,1.02,20.0,8.045498608033514,0.35,0.68,20.3818,34.5719375,-5.2147613
gal00881,2.204,20.0,8.263615997654941,0.1,0.56,25.3821,34.289211200000004,-5.2126211
gal00882,1.673,20.0,8.46884852197698,0.22,0.88,23.4268,34.551183,-5.2129232000000005
gal00883,1.8019999999999998,20.0,8.44416766560947,0.23,0.15,25.7311,34.2231624,-5.2702813
gal00884,1.436,20.0,8.445950865132762,0.13,0.89,25.9355,34.4334955,-5.212511699999999
gal00888,2.988,20.0,7.7124516678256025,0.11,0.61,26.3763,34.264238899999995,-5.2124513
gal00896,1.675,20.0,8.468635911223204,0.11,0.74,26.3879,34.2797104,-5.212409
gal00897,1.883,20.0,8.418689036405395,0.31,0.35,24.3652,34.397907700000005,-5.2706632
gal00898,2.483,20.0,8.08399111456596,0.3,0.18,25.6069,34.4100748,-5.2124231
gal00900,1.49,20.0,8.460594713233348,0.34,0.4,24.9,34.2951908,-5.2126166
gal00901,1.571,20.0,8.471465933752535,0.15,0.85,26.1427,34.2229205,-5.2123887
gal00902,2.714,20.0,7.9184452800333665,0.07,0.08,26.4177,34.317102500000004,-5.2123801
gal00905,1.135,20.0,8.21971585279883,0.38,0.84,23.1877,34.429027399999995,-5.2129734
gal00908,1.493,20.0,8.461226139721196,0.43,0.25,23.7622,34.582110899999996,-5.2125838
gal00909,1.274,20.0,8.359019677976969,0.22,0.65,24.3066,34.5555606,-5.2125178
gal00910,2.471,20.0,8.092263704654112,0.38,0.57,24.8532,34.3627439,-5.212448999999999
gal00912,2.293,20.0,8.209612902422759,0.43,0.26,24.2754,34.445308700000005,-5.2127056
gal00915,2.405,20.0,8.137018932654616,0.18,0.52,25.139,34.4340648,-5.270339900000001
gal00916,2.707,20.0,7.923603711317611,0.4,0.21,25.5369,34.3476463,-5.2124629
gal00917,1.655,20.0,8.470497696726014,0.26,0.64,24.8915,34.2972711,-5.2125319
gal00918,2.006,20.0,8.368136411269571,0.12,0.69,24.3632,34.4055831,-5.2125387000000005
gal00919,1.367,20.0,8.417437403051478,0.38,0.37,24.328000000000003,34.3728551,-5.2125255
gal00921,1.4509999999999998,20.0,8.450658464938407,0.21,0.42,24.5633,34.2455374,-5.2124505999999995
gal00926,1.415,20.0,8.438493019013102,0.21,0.49,24.6758,34.4947484,-5.2123352999999994
gal00928,1.3430000000000002,20.0,8.40469006413085,0.19,0.45,25.7238,34.4474376,-5.2122603
gal00930,2.0069999999999997,20.0,8.367674256099694,0.3,0.35,25.0101,34.4501719,-5.2125381
gal00932,1.466,20.0,8.454866371984517,0.24,0.34,25.0092,34.5731436,-5.2121923
