galaxy,redshift,pixscale,obs2phys,semimaj,axisrat,mag160,ra,dec
gal00933,2.053,20.0,8.345619510814767,0.15,0.49,26.4267,34.25148970000001,-5.212194
gal00939,2.387,20.0,8.14898898971879,0.18,0.5,24.2752,34.4852625,-5.2124361
gal00940,1.138,20.0,8.223482943384319,0.08,0.41,21.8782,34.2708678,-5.2130977
gal00941,1.439,20.0,8.446933051285141,0.15,0.7,23.9817,34.4377758,-5.212393700000001
gal00943,2.083,20.0,8.330439022629676,0.56,0.63,22.9381,34.423289399999994,-5.2129406
gal00944,1.068,20.0,8.12560776895314,0.38,0.71,21.1366,34.525476,-5.2139213
gal00946,2.307,20.0,8.200799796171493,0.3,0.54,25.0181,34.4427514,-5.2121816
gal00947,2.909,20.0,7.772467691027233,0.13,0.21,25.4124,34.5120275,-5.212112599999999
gal00949,1.972,20.0,8.383387508078457,0.21,0.26,23.8019,34.48713529999999,-5.2708235
gal00950,1.047,20.0,8.091939316980126,0.29,0.49,26.0371,34.2797226,-5.2120391999999995
gal00951,2.551,20.0,8.036415643614626,0.34,0.68,23.1585,34.3566266,-5.2128167
gal00952,1.099,20.0,8.171584903576946,0.37,0.23,24.2909,34.486990899999995,-5.212179900000001
gal00953,1.9680000000000002,20.0,8.385121170661,0.72,0.43,23.7758,34.3285112,-5.2123635
gal00954,2.957,20.0,7.736042431581431,0.17,0.67,26.1343,34.567567700000005,-5.2120121
gal00955,2.377,20.0,8.155592034212166,0.12,0.84,23.1268,34.4629213,-5.2125449
gal00957,1.429,20.0,8.44357891015375,0.42,0.47,22.8887,34.4359465,-5.2130055
gal00959,1.321,20.0,8.391625103879047,0.19,0.29,24.3315,34.5646375,-5.212329799999999
gal00960,2.593,20.0,8.006496606686309,0.17,0.83,26.0605,34.3684042,-5.2119852
gal00962,1.344,20.0,8.405252103927072,0.21,0.77,25.9105,34.4290195,-5.2702609
gal00963,1.5330000000000001,20.0,8.467923131078743,0.35,0.74,23.825,34.575055600000006,-5.2123442
gal00964,1.744,20.0,8.457901094034693,0.04,0.78,26.2314,34.4062076,-5.2119525
gal00966,1.7730000000000001,20.0,8.451538858024717,0.64,0.48,22.8667,34.5870405,-5.2125655
gal00969,1.452,20.0,8.450954379879432,0.21,0.15,25.9348,34.4013941,-5.2119291
gal00972,1.694,20.0,8.466330354366576,0.14,0.51,25.2292,34.30022460000001,-5.211943499999999
gal00973,2.05,20.0,8.347103955241675,0.53,0.7,24.5284,34.241166,-5.2123158
gal00975,1.2790000000000001,20.0,8.36280495117385,0.72,0.35,24.1766,34.3710623,-5.2120891
gal00978,1.97,20.0,8.384255971952017,0.16,0.72,25.5701,34.4518865,-5.2119269
gal00979,1.624,20.0,8.47218560238479,0.13,0.37,25.4652,34.2531036,-5.2118686
gal00980,1.666,20.0,8.469546728198885,0.12,0.5,26.1077,34.3240045,-5.211873000000001
gal00982,2.9339999999999997,20.0,7.753513290834112,0.27,0.41,24.7344,34.557860299999994,-5.2119295
gal00984,2.312,20.0,8.197632903963612,0.17,0.29,25.3836,34.3128094,-5.270326
gal00985,2.4,20.0,8.140354663129548,0.17,0.34,25.1382,34.403310299999994,-5.211895200000001
gal00990,2.81,20.0,7.847064093000755,0.66,0.31,23.8088,34.29595820000001,-5.2126303
gal00991,1.517,20.0,8.465622224227554,0.34,0.33,23.7184,34.4123605,-5.212413
gal00993,1.974,20.0,8.382515791977308,0.03,0.69,25.4285,34.3681378,-5.2117674
gal00994,1.395,20.0,8.430415514395232,0.2,0.32,25.2083,34.2453773,-5.2119127
gal00995,2.025,20.0,8.35922725431667,0.29,0.3,25.6278,34.4623378,-5.2117663
gal00996,1.041,20.0,8.081931108382067,0.56,0.16,23.8215,34.3223402,-5.212011
gal00997,1.443,20.0,8.448210842600274,0.23,0.53,24.2412,34.453894500000004,-5.2120475
gal00999,2.596,20.0,8.004345415302843,0.19,0.36,26.4242,34.246193100000006,-5.2117234
gal01001,1.351,20.0,8.409110377272194,0.23,0.6,23.8563,34.376755700000004,-5.2121680999999995
gal01005,1.925,20.0,8.402908123873852,0.48,0.23,24.5429,34.2604878,-5.212083799999999
gal01006,1.526,20.0,8.466977188281124,0.29,0.7,23.2527,34.537879700000005,-5.2120809999999995
gal01007,1.9880000000000002,20.0,8.376323793963975,0.53,0.32,23.8796,34.4536738,-5.2705995
gal01009,1.5290000000000001,20.0,8.467394066927602,0.63,0.52,22.0281,34.3376256,-5.2130306
gal01011,1.4609999999999999,20.0,8.453518378768765,0.15,0.39,25.6428,34.2486738,-5.2117258
gal01012,1.216,20.0,8.309216535360529,0.1,0.61,23.9551,34.302817100000006,-5.2119683
gal01015,1.733,20.0,8.46003849212838,0.15,0.41,24.5454,34.266748299999996,-5.270418599999999
gal01016,1.082,20.0,8.146908938289107,0.31,0.23,25.0161,34.567629100000005,-5.211859099999999
gal01018,1.494,20.0,8.461432510656296,0.21,0.35,25.6245,34.4711299,-5.2116302
gal01019,1.5919999999999999,20.0,8.472317386635194,0.08,0.52,26.4704,34.5779306,-5.211609200000001
gal01020,2.838,20.0,7.826052021201817,0.19,0.4,26.2474,34.2319247,-5.211608999999999
gal01023,1.376,20.0,8.421826689115852,0.2,0.42,24.2302,34.3341463,-5.2118642
gal01027,2.5869999999999997,20.0,8.01079352436151,0.28,0.47,24.6787,34.4603236,-5.211715900000001
gal01028,1.319,20.0,8.390369899063256,0.19,0.44,26.3951,34.4309985,-5.2115731
gal01029,1.4069999999999998,20.0,8.4353782557489,0.72,0.28,25.333000000000002,34.467097700000004,-5.2115841
gal01031,1.5619999999999998,20.0,8.470864372391683,0.45,0.49,23.3945,34.4531989,-5.212283
gal01032,1.014,20.0,8.034679457783849,0.19,0.28,23.9363,34.5810059,-5.211759099999999
gal01034,1.754,20.0,8.455824740343825,0.3,0.32,23.9307,34.554728499999996,-5.2762289
gal01035,1.682,20.0,8.467846308899107,0.21,0.26,25.7394,34.4530533,-5.2115258
gal01036,2.074,20.0,8.335056288251849,0.09,0.19,25.3248,34.244533000000004,-5.2115472
gal01037,1.046,20.0,8.090283451012663,0.26,0.63,22.745,34.3250593,-5.2121417
gal01038,2.046,20.0,8.349073470949119,0.08,0.35,26.7003,34.455982899999995,-5.211450599999999
gal01039,1.8769999999999998,20.0,8.420807153195828,0.14,0.8,25.6289,34.429609899999996,-5.2114932000000005
gal01040,2.5839999999999996,20.0,8.012939220771145,0.11,0.26,25.4061,34.3581899,-5.2114568
gal01042,2.9219999999999997,20.0,7.762616322331637,0.22,0.62,25.0944,34.5870516,-5.2114842
gal01044,2.641,20.0,7.971869443014992,0.1,0.54,25.6437,34.2320085,-5.2113765999999995
gal01046,1.735,20.0,8.459661436715429,0.18,0.43,25.9112,34.258526,-5.211353900000001
gal01047,1.81,20.0,8.441964084833781,0.24,0.41,26.2562,34.4421521,-5.2113621
gal01050,1.1640000000000001,20.0,8.254624793330713,0.32,0.39,24.8638,34.5120847,-5.2114163
gal01052,1.138,20.0,8.223482943384319,0.14,0.95,23.1505,34.435215,-5.211776400000001
gal01053,2.858,20.0,7.810999026078488,0.41,0.42,24.1718,34.5691402,-5.2114205
gal01054,1.6769999999999998,20.0,8.468417508749623,0.08,0.73,26.2686,34.4189586,-5.2113023
gal01057,1.909,20.0,8.409112690061514,0.13,0.83,25.5182,34.4824783,-5.211281400000001
gal01058,2.128,20.0,8.306581335683319,0.08,0.3,24.4865,34.4298062,-5.211411900000001
gal01059,1.828,20.0,8.43674640244995,0.54,0.52,23.3539,34.397514,-5.2709771
gal01060,1.281,20.0,8.364297409333654,0.47,0.31,24.7745,34.2360924,-5.2113115
gal01061,1.51,20.0,8.464458855388791,0.21,0.67,22.1265,34.494544,-5.211900599999999
gal01062,1.9080000000000001,20.0,8.409492725669725,0.26,0.34,24.5404,34.3059176,-5.2113059
gal01066,2.589,20.0,8.00936203326685,0.1,0.47,25.101999999999997,34.4817014,-5.2112755
gal01069,1.375,20.0,8.421349308022348,0.29,0.46,24.6569,34.4949593,-5.2112674000000005
gal01070,2.7680000000000002,20.0,7.878429725302493,0.2,0.4,25.2906,34.3260718,-5.211266999999999
gal01071,2.6660000000000004,20.0,7.953669760913117,0.09,0.66,26.3427,34.3567907,-5.2111651
gal01073,1.178,20.0,8.270305450503514,0.23,0.12,25.5646,34.3807995,-5.211121599999999
gal01074,1.8,20.0,8.444707263863696,0.19,0.73,21.8392,34.5447787,-5.212002200000001
gal01076,1.345,20.0,8.405811418842813,0.74,0.31,24.0526,34.3281995,-5.211581099999999
gal01079,1.151,20.0,8.239387987314103,0.5,0.15,25.5941,34.5659254,-5.2110948
gal01080,1.107,20.0,8.182756960028643,0.1,0.64,21.8972,34.2600532,-5.2118261
gal01082,2.773,20.0,7.874706097211272,0.1,0.61,25.459,34.5167482,-5.2110819
gal01083,1.341,20.0,8.403557788978308,0.33,0.49,25.9166,34.26708120000001,-5.2110672
gal01085,2.055,20.0,8.344626422407448,0.1,0.41,25.5389,34.2228791,-5.2111392
gal01086,1.3530000000000002,20.0,8.4101884663415,0.17,0.21,26.1026,34.384723799999996,-5.2110804
gal01088,2.21,20.0,8.26009317389642,0.25,0.32,25.0155,34.2979443,-5.2110983
gal01093,1.7309999999999999,20.0,8.460410365737928,0.33,0.57,23.0362,34.558344700000006,-5.2115704
gal01098,1.1340000000000001,20.0,8.218452008756959,0.12,0.59,26.0928,34.39832620000001,-5.210984
gal01099,2.611,20.0,7.993562723777805,0.36,0.58,24.0385,34.406509,-5.2114631
gal01100,1.4069999999999998,20.0,8.4353782557489,0.26,0.22,25.6523,34.2252942,-5.211145200000001
gal01101,1.9,20.0,8.412499647217988,0.89,0.5,24.3417,34.2832305,-5.270425299999999
gal01102,2.037,20.0,8.353463726081113,0.2,0.7,23.2642,34.3518925,-5.211853700000001
gal01103,2.544,20.0,8.04136458218532,0.14,0.41,24.2269,34.2595602,-5.2112446
gal01104,2.8160000000000003,20.0,7.842567947830223,0.19,0.75,25.4905,34.5188847,-5.210942500000001
gal01105,1.4240000000000002,20.0,8.441815264957874,0.39,0.58,24.9402,34.465644399999995,-5.211071400000001
gal01106,2.76,20.0,7.884381348293233,0.25,0.4,24.3443,34.394019899999996,-5.2111087
gal01107,1.3980000000000001,20.0,8.431689247242948,0.2,0.4,25.2694,34.3490184,-5.2112537
gal01108,1.094,20.0,8.164460435444164,0.25,0.47,24.4738,34.302195000000005,-5.2113033
gal01110,1.949,20.0,8.393175207081544,0.45,0.63,25.3624,34.347705100000006,-5.2702622
gal01111,1.4280000000000002,20.0,8.443230830804174,0.13,0.61,24.9354,34.505036100000005,-5.210969400000001
gal01112,1.405,20.0,8.434575502895997,0.29,0.34,23.4101,34.4710971,-5.2111921
gal01113,1.365,20.0,8.416433451733386,0.37,0.34,23.7334,34.2301929,-5.2111195
gal01114,1.262,20.0,8.349615659578012,0.24,0.62,23.209,34.2929604,-5.2117818
gal01115,1.2329999999999999,20.0,8.32497188674738,0.2,0.35,24.8738,34.4782499,-5.2110017
gal01117,2.282,20.0,8.21648020828262,0.19,0.32,24.2718,34.393499600000006,-5.2109891
gal01118,1.9669999999999999,20.0,8.385552541523312,0.14,0.51,25.3132,34.572740100000004,-5.2108888
gal01121,1.247,20.0,8.337213428897389,0.21,0.41,24.8191,34.5405174,-5.2109635999999995
gal01126,1.012,20.0,8.03103181716016,0.19,0.45,25.2505,34.3344843,-5.2108705
gal01127,1.3769999999999998,20.0,8.42230150728946,0.21,0.92,21.5823,34.332461200000004,-5.2120087
gal01128,1.067,20.0,8.12405168011631,0.18,0.57,23.668000000000003,34.3015609,-5.2109872
gal01129,1.617,20.0,8.472357630606767,0.07,0.82,26.3768,34.413470000000004,-5.2107023
gal01130,1.002,20.0,8.012480494355229,0.33,0.43,23.0829,34.313486499999996,-5.2114827
gal01131,2.847,20.0,7.819282527300984,0.49,0.25,24.6958,34.358375200000005,-5.210743700000001
gal01132,1.344,20.0,8.405252103927072,0.21,0.54,24.645,34.339911799999996,-5.2109125999999995
gal01133,1.5119999999999998,20.0,8.464801111246858,0.29,0.3,24.2121,34.2907876,-5.2108632
gal01135,1.48,20.0,8.458355365394059,0.09,0.45,26.3676,34.472797799999995,-5.2106402
gal01136,1.25,20.0,8.339752295989735,0.18,0.45,23.6947,34.376494799999996,-5.2109239
gal01138,1.27,20.0,8.355935390797269,0.14,0.84,23.4813,34.5635274,-5.210877
gal01141,2.005,20.0,8.368597806636785,0.32,0.22,25.0519,34.551173,-5.2105917
gal01142,1.271,20.0,8.356711158994619,0.18,0.15,26.1856,34.3444594,-5.210603599999999
gal01145,1.456,20.0,8.452115917182816,0.15,0.46,23.982,34.230663299999996,-5.2108692
gal01146,1.3419999999999999,20.0,8.404125294227056,0.24,0.35,23.105,34.5263215,-5.2109157
gal01148,1.653,20.0,8.470651154114686,0.2,0.84,25.8958,34.58723,-5.2105406
gal01151,1.55,20.0,8.469835443040303,0.19,0.48,25.479,34.2749581,-5.2105038
gal01152,1.057,20.0,8.108233053352171,0.43,0.24,22.8562,34.5787622,-5.210791
gal01154,1.107,20.0,8.182756960028643,0.16,0.78,26.3035,34.5806864,-5.210477
gal01156,2.073,20.0,8.33556602328559,0.18,0.26,25.8076,34.4170636,-5.2104813
gal01157,2.7,20.0,7.928755048155344,0.22,0.34,25.9235,34.3272217,-5.2104363
gal01158,1.6769999999999998,20.0,8.468417508749623,0.46,0.31,24.0396,34.544759,-5.2106294
gal01162,1.9709999999999999,20.0,8.383822147351164,0.2,0.62,25.688000000000002,34.29767879999999,-5.2103636
gal01164,1.033,20.0,8.068311911754224,0.31,0.5,22.6001,34.5267472,-5.2110683
gal01165,1.0270000000000001,20.0,8.057888601469331,0.37,0.31,24.639,34.4376688,-5.2105632
gal01168,1.3419999999999999,20.0,8.404125294227056,0.34,0.6,25.5122,34.3908615,-5.2103375
gal01170,1.92,20.0,8.404871927131591,0.87,0.38,23.8711,34.2552167,-5.210636099999999
gal01171,1.54,20.0,8.468776016815093,0.43,0.5,25.1443,34.285425700000005,-5.210411799999999
gal01172,1.954,20.0,8.391085040541551,0.46,0.21,24.1445,34.4694423,-5.2109227
gal01173,2.8110000000000004,20.0,7.846314987929647,0.14,0.42,26.4779,34.2317537,-5.2102627
gal01174,2.6319999999999997,20.0,7.978394736458432,0.43,0.73,23.9535,34.4518927,-5.210609
gal01178,2.6860000000000004,20.0,7.939035810121045,0.6,0.64,23.2959,34.5160381,-5.2110623
gal01180,1.371,20.0,8.419414056124605,0.32,0.32,23.3411,34.4699472,-5.2104926
gal01181,2.79,20.0,7.862024290026561,0.27,0.2,26.5725,34.3835979,-5.210239700000001
gal01182,1.028,20.0,8.059638361578248,0.23,0.78,21.8279,34.35180820000001,-5.210918799999999
gal01186,1.517,20.0,8.465622224227554,0.12,0.74,24.2651,34.4823081,-5.2104894
gal01187,1.686,20.0,8.467363616855076,0.12,0.31,23.38,34.5809611,-5.2104455000000005
gal01189,1.25,20.0,8.339752295989735,0.2,0.8,23.8393,34.461326899999996,-5.210666099999999
gal01193,2.81,20.0,7.847064093000755,0.29,0.36,24.5687,34.5821878,-5.2103889
gal01194,2.06,20.0,8.342131676952329,0.12,0.83,25.0386,34.355324700000004,-5.2102151
gal01196,1.65,20.0,8.470870006445015,0.27,0.63,21.6312,34.2249497,-5.2110445
gal01198,1.256,20.0,8.344742061461117,0.28,0.11,25.8047,34.246725299999994,-5.2100415
gal01199,1.3119999999999998,20.0,8.385886344132327,0.34,0.4,23.2844,34.3954055,-5.210467700000001
gal01200,1.3619999999999999,20.0,8.41490788130741,0.16,0.39,25.2137,34.430810799999996,-5.2101291
gal01201,1.185,20.0,8.277868752929137,0.44,0.35,24.5046,34.4132855,-5.2703727
gal01202,1.01,20.0,8.02736341181804,0.3,0.63,25.1135,34.3595158,-5.2102837
gal01203,2.802,20.0,7.853053234082485,0.26,0.41,25.6797,34.2715041,-5.2100148
gal01205,2.342,20.0,8.178425244949496,0.2,0.61,26.3186,34.2910301,-5.2100158
gal01207,1.806,20.0,8.443074877826769,0.37,0.35,25.1601,34.2536528,-5.2101842000000005
gal01208,1.125,20.0,8.206892545623742,0.43,0.44,24.7312,34.286706099999996,-5.2101294000000005
gal01210,1.693,20.0,8.466464426955888,0.35,0.4,24.9059,34.5495827,-5.2101665
gal01213,1.484,20.0,8.459276094910217,0.17,0.67,21.6487,34.349321200000006,-5.2109182999999994
gal01216,1.045,20.0,8.088622730288169,0.61,0.48,22.1661,34.308713299999994,-5.2107278
gal01217,1.016,20.0,8.03830641552948,0.25,0.43,26.0676,34.2781503,-5.2099018
gal01220,1.193,20.0,8.286290586497122,0.32,0.5,23.090999999999998,34.428952,-5.2706386
gal01225,2.718,20.0,7.915494479394213,0.45,0.51,23.3456,34.417832700000005,-5.2103958
gal01226,1.295,20.0,8.374402824705317,0.27,0.34,23.6296,34.5321514,-5.2103785
gal01227,1.383,20.0,8.425096868712195,0.44,0.38,22.5734,34.4612845,-5.2110734
gal01228,1.114,20.0,8.192306199180036,0.24,0.39,23.1806,34.457498799999996,-5.2704835
gal01229,2.436,20.0,8.116160330051262,0.85,0.13,24.6573,34.5019625,-5.2102115
gal01230,1.0859999999999999,20.0,8.152831064473425,0.25,0.76,24.801,34.528903299999996,-5.209949
gal01231,1.94,20.0,8.396883754303804,0.49,0.41,24.9753,34.5152184,-5.209944200000001
gal01232,1.714,20.0,8.463359235838556,0.06,0.91,23.9071,34.489662599999996,-5.2101298
gal01233,1.3730000000000002,20.0,8.420386837429946,0.2,0.34,24.0911,34.5545859,-5.2099859
gal01234,2.6689999999999996,20.0,7.9514787573494745,0.21,0.47,24.5479,34.4930127,-5.2099553
gal01237,1.026,20.0,8.056133801562858,0.34,0.61,24.3561,34.2475282,-5.2100575
gal01238,2.2230000000000003,20.0,8.252399002416189,0.16,0.33,25.4121,34.3702664,-5.2701395
gal01239,1.422,20.0,8.441093470646564,0.34,0.53,22.8748,34.412155600000006,-5.210304900000001
gal01240,2.385,20.0,8.150312325204098,0.14,0.7,26.1847,34.2410425,-5.2097407
gal01241,1.237,20.0,8.328536158437206,0.34,0.48,25.4887,34.2308468,-5.2097371
gal01243,2.4530000000000003,20.0,8.104597564607396,0.15,0.5,26.3426,34.368522600000006,-5.2097386
gal01244,1.6869999999999998,20.0,8.467239392699277,0.24,0.58,25.9934,34.470306799999996,-5.2097221
gal01246,1.824,20.0,8.437936514554313,0.29,0.18,26.1332,34.312956,-5.2700916
gal01247,2.401,20.0,8.139688169236193,0.08,0.47,26.584,34.4144429,-5.209712799999999
gal01248,1.577,20.0,8.471787338368916,0.63,0.35,23.2705,34.56447120000001,-5.2106616
gal01249,1.4380000000000002,20.0,8.446607933862127,0.21,0.44,23.8138,34.524655100000004,-5.2101611
gal01250,1.284,20.0,8.366513047270296,0.17,0.67,23.6429,34.2488648,-5.2100974
gal01251,1.3630000000000002,20.0,8.415419030600408,0.41,0.66,24.5652,34.4111285,-5.209990599999999
gal01254,2.7960000000000003,20.0,7.85754069301771,0.24,0.59,25.4109,34.5688951,-5.2096375
gal01255,2.938,20.0,7.750477025775994,0.23,0.18,25.7102,34.3584528,-5.2700814000000005
gal01258,1.348,20.0,8.407473066424009,0.12,0.84,24.2053,34.408882899999995,-5.2099318
gal01259,2.4659999999999997,20.0,8.095698933024973,0.35,0.74,25.2794,34.4306658,-5.2097133
gal01261,1.911,20.0,8.408349858520111,0.03,0.64,25.6105,34.4560755,-5.2700778
gal01263,1.4240000000000002,20.0,8.441815264957874,0.52,0.49,23.2726,34.4693744,-5.2101301
gal01264,1.145,20.0,8.232131258849456,0.1,0.56,25.4471,34.525746999999996,-5.2095695
gal01265,1.521,20.0,8.46624384890737,0.23,0.42,24.8459,34.4444821,-5.209747900000001
gal01266,1.337,20.0,8.401260309424567,0.21,0.5,25.0197,34.467684600000005,-5.2096465
gal01268,2.535,20.0,8.047710914891352,0.26,0.35,23.4399,34.2285471,-5.210041599999999
gal01269,1.348,20.0,8.407473066424009,0.27,0.55,25.1906,34.3372505,-5.2096457
gal01270,2.7430000000000003,20.0,7.897002403866152,0.53,0.57,23.7152,34.5703068,-5.2097739999999995
gal01271,1.141,20.0,8.227213537775693,0.7,0.7,20.289,34.52566229999999,-5.212478400000001
gal01275,2.9339999999999997,20.0,7.753513290834112,0.29,0.19,25.6732,34.2772326,-5.2095219
gal01277,1.98,20.0,8.379881258987588,0.22,0.82,24.6215,34.490809000000006,-5.2095956
gal01278,2.287,20.0,8.213365046137373,0.52,0.31,24.0055,34.433231799999994,-5.209742299999999
gal01279,1.6969999999999998,20.0,8.465919770317674,0.32,0.4,23.3503,34.4715693,-5.2703456
gal01280,1.341,20.0,8.403557788978308,0.19,0.33,25.4252,34.471001,-5.2093945999999995
gal01282,2.222,20.0,8.252993806209494,0.18,0.63,23.5248,34.3304756,-5.209756400000001
gal01283,1.3559999999999999,20.0,8.411785525510771,0.26,0.33,24.2613,34.537040399999995,-5.2096218
gal01287,1.554,20.0,8.470207538000246,0.52,0.29,22.6423,34.227711,-5.2108031
gal01288,1.685,20.0,8.467486423274831,0.75,0.3,22.8363,34.5571111,-5.210463900000001
gal01289,2.8369999999999997,20.0,7.826803734820527,0.15,0.21,26.1833,34.525259399999996,-5.209328299999999
gal01290,2.22,20.0,8.25418195202638,0.12,0.6,23.7695,34.2580666,-5.2098581
gal01295,2.32,20.0,8.192545107855473,0.26,0.48,25.0952,34.4220256,-5.2094906
gal01298,1.81,20.0,8.441964084833781,0.08,0.49,26.494,34.413396999999996,-5.2093055999999995
gal01303,1.272,20.0,8.357483792240178,0.62,0.48,24.3633,34.395936799999994,-5.209517400000001
gal01308,1.587,20.0,8.472183670381368,0.13,0.61,22.424,34.3926948,-5.2707443
gal01309,1.4569999999999999,20.0,8.45240079196691,0.51,0.52,22.6959,34.4133866,-5.2104214
gal01310,2.3930000000000002,20.0,8.145010903863366,0.08,0.51,24.5505,34.443737899999995,-5.2093455
gal01311,2.0,20.0,8.370893333113619,0.25,0.2,24.6535,34.48574910000001,-5.209303
gal01312,2.903,20.0,7.777010694187568,0.22,0.43,25.4015,34.5233435,-5.209175599999999
gal01313,1.53,20.0,8.46752919431947,0.12,0.54,25.2753,34.575423,-5.209183599999999
gal01317,1.9809999999999999,20.0,8.37943936002902,0.23,0.47,24.8524,34.271887299999996,-5.2092523
gal01319,2.157,20.0,8.290562685137896,0.22,0.39,24.2051,34.3567867,-5.209318799999999
gal01320,1.186,20.0,8.278934361777766,0.51,0.31,23.3563,34.534353100000004,-5.209807
gal01322,2.258,20.0,8.231282069274943,0.56,0.55,22.7474,34.4263825,-5.2709745
gal01324,1.27,20.0,8.355935390797269,0.28,0.44,24.1506,34.58818370000001,-5.209382499999999
gal01325,2.775,20.0,7.873215828095428,0.25,0.72,25.083000000000002,34.480168,-5.2091513
gal01327,1.561,20.0,8.470788593328537,0.33,0.66,25.0807,34.25479489999999,-5.2092517
gal01328,1.334,20.0,8.399508220465993,0.27,0.31,24.5979,34.2525179,-5.209372
gal01329,1.4580000000000002,20.0,8.452683471335266,0.09,0.83,24.2458,34.4736117,-5.2092126
gal01330,1.607,20.0,8.472465607175035,0.16,0.94,23.458000000000002,34.5402895,-5.2093932999999994
gal01332,1.14,20.0,8.225974048301197,0.23,0.39,25.1071,34.5794872,-5.2091102
gal01334,1.064,20.0,8.119355425430584,0.41,0.27,24.7455,34.4820948,-5.2700526
gal01335,1.315,20.0,8.387825141050271,0.54,0.55,22.412,34.2947417,-5.210429
gal01336,2.256,20.0,8.232504025581349,0.1,0.53,24.5251,34.248615799999996,-5.2091609000000005
gal01337,2.045,20.0,8.34956410056664,0.22,0.22,25.8369,34.2747381,-5.2089449
gal01340,1.6380000000000001,20.0,8.471607926243895,0.26,0.62,24.7731,34.460975,-5.2090597999999995
gal01341,2.083,20.0,8.330439022629676,0.42,0.19,23.5225,34.4230662,-5.270240900000001
gal01343,1.331,20.0,8.397731132888584,0.17,0.34,23.9809,34.4565136,-5.209064499999999
gal01347,2.2640000000000002,20.0,8.227605416385035,0.34,0.19,25.3041,34.510875299999995,-5.208938099999999
gal01348,2.1630000000000003,20.0,8.287188894104574,0.21,0.35,24.9234,34.2506451,-5.2700927
gal01350,1.6,20.0,8.47244326112147,0.3,0.6,25.291,34.586557,-5.2087919000000005
gal01353,2.114,20.0,8.314137767538076,0.03,0.1,26.6321,34.434296200000006,-5.208753400000001
gal01354,1.234,20.0,8.325867998207224,0.35,0.31,23.9581,34.3050724,-5.2089712
gal01358,1.27,20.0,8.355935390797269,0.09,0.35,26.4217,34.578173,-5.2086783
gal01360,1.4240000000000002,20.0,8.441815264957874,0.33,0.57,22.4046,34.5405193,-5.270610700000001
gal01361,1.722,20.0,8.46201913524875,0.15,0.64,25.3389,34.544661700000006,-5.208656400000001
gal01362,1.084,20.0,8.149879013283496,0.39,0.83,22.5348,34.5315942,-5.209635
gal01365,1.689,20.0,8.466986702031683,0.61,0.61,25.8353,34.2368136,-5.2086111
gal01367,1.676,20.0,8.468527432565551,0.47,0.38,23.1811,34.296305700000005,-5.209094
gal01370,2.246,20.0,8.238586494372662,0.27,0.25,24.8356,34.389143,-5.208793
gal01372,1.9709999999999999,20.0,8.383822147351164,0.38,0.5,23.2917,34.437206200000006,-5.2093011
gal01379,2.786,20.0,7.865011167351211,0.53,0.18,24.9233,34.2731447,-5.208678900000001
gal01380,2.101,20.0,8.321047387921151,0.31,0.29,25.0425,34.5086147,-5.208722799999999
gal01381,2.72,20.0,7.914018238281638,0.08,0.49,22.8663,34.5193278,-5.2089715
gal01382,2.379,20.0,8.154274164520611,0.1,0.68,24.7072,34.4796424,-5.208712599999999
gal01383,1.041,20.0,8.081931108382067,0.39,0.67,22.3162,34.5387,-5.209472900000001
gal01384,2.468,20.0,8.094325676585735,0.29,0.58,24.3161,34.3234419,-5.2089541
gal01387,2.944,20.0,7.745920895003916,0.16,0.48,25.6093,34.570353499999996,-5.2084946
gal01389,1.324,20.0,8.39348656661304,0.29,0.54,23.5414,34.2947826,-5.2089903
gal01393,1.37,20.0,8.41892378660372,0.22,0.77,22.9794,34.409936200000004,-5.2090247000000005
gal01400,1.982,20.0,8.378996662426331,0.1,0.24,26.4184,34.335281,-5.2084418
